,Order ID,Order Date,Customer ID,Product ID,Quantity,Sales,Coffee Type,Roast Type,Unit Weight(kg),Unit Price,Price per 100g,Unit Profit,Address Line 1,City,Country,Postcode,Loyalty Card,Order Profit,Unit Profit Percentage
49,RDW-33155-159,2019-10-19,62173-15287-CU,A-L-1,6.0,77.69999999999999,Ara,L,1.0,12.95,1.295,1.1655,83517 Thierer Court,Houston,United States,77240.0,No,6.993,0.09
50,PQA-54820-810,2022-08-17,91460-04823-BX,A-L-1,3.0,38.849999999999994,Ara,L,1.0,12.95,1.295,1.1655,5892 Hauk Drive,Washington,United States,20409.0,No,3.4965,0.09
51,VMT-10030-889,2021-12-15,87602-55754-VN,A-L-1,6.0,77.69999999999999,Ara,L,1.0,12.95,1.295,1.1655,426 Division Avenue,Kansas City,United States,64136.0,No,6.993,0.09
52,NHL-11063-100,2020-05-20,39181-35745-WH,A-L-1,4.0,51.8,Ara,L,1.0,12.95,1.295,1.1655,290 Ilene Street,Crumlin,Ireland,D6W,Yes,4.662,0.09
53,FMT-94584-786,2019-10-08,86504-96610-BH,A-L-1,2.0,25.9,Ara,L,1.0,12.95,1.295,1.1655,1930 Haas Way,Rochester,United States,14614.0,No,2.331,0.09
54,HXL-22497-359,2019-08-06,64875-71224-UI,A-L-1,3.0,38.849999999999994,Ara,L,1.0,12.95,1.295,1.1655,0410 Autumn Leaf Drive,Memphis,United States,38150.0,No,3.4965,0.09
55,VFZ-91673-181,2021-11-13,10225-91535-AI,A-L-1,6.0,77.69999999999999,Ara,L,1.0,12.95,1.295,1.1655,70379 Canary Plaza,Irvine,United States,92619.0,Yes,6.993,0.09
56,IZU-90429-382,2022-03-26,33011-52383-BA,A-L-1,3.0,38.849999999999994,Ara,L,1.0,12.95,1.295,1.1655,80254 Cherokee Alley,Honolulu,United States,96835.0,Yes,3.4965,0.09
57,JLJ-81802-619,2021-06-20,16880-78077-FB,A-L-1,6.0,77.69999999999999,Ara,L,1.0,12.95,1.295,1.1655,06448 Burrows Terrace,Odessa,United States,79764.0,No,6.993,0.09
58,WNR-71736-993,2020-02-05,16880-78077-FB,A-D-2.5,6.0,137.31,Ara,D,2.5,22.884999999999998,0.9153999999999999,2.0596499999999995,06448 Burrows Terrace,Odessa,United States,79764.0,No,12.357899999999997,0.08999999999999998
59,WNR-71736-993,2020-02-05,16880-78077-FB,L-D-0.5,4.0,31.08,Lib,D,0.5,7.77,1.5539999999999998,1.0101,06448 Burrows Terrace,Odessa,United States,79764.0,No,4.0404,0.13
60,OGD-10781-526,2020-10-04,16880-78077-FB,R-L-0.5,6.0,43.019999999999996,Rob,L,0.5,7.169999999999999,1.4339999999999997,0.4301999999999999,06448 Burrows Terrace,Odessa,United States,79764.0,No,2.5811999999999995,0.06
61,HTR-21838-286,2022-02-11,24669-76297-SF,A-L-1,2.0,25.9,Ara,L,1.0,12.95,1.295,1.1655,0420 Schurz Parkway,Seattle,United States,98148.0,No,2.331,0.09
62,BXN-64230-789,2020-12-19,25598-77476-CB,A-L-1,2.0,25.9,Ara,L,1.0,12.95,1.295,1.1655,04 Stuart Way,El Paso,United States,88546.0,Yes,2.331,0.09
63,ICC-73030-502,2022-04-16,59480-02795-IU,A-L-1,3.0,38.849999999999994,Ara,L,1.0,12.95,1.295,1.1655,0380 Orin Road,Milwaukee,United States,53263.0,Yes,3.4965,0.09
64,CVA-64996-969,2020-06-24,13324-78688-MI,A-L-1,6.0,77.69999999999999,Ara,L,1.0,12.95,1.295,1.1655,5 Florence Court,Portland,United States,97296.0,No,6.993,0.09
65,AGQ-06534-750,2019-04-24,52798-46508-HP,A-L-1,5.0,64.75,Ara,L,1.0,12.95,1.295,1.1655,3 Kennedy Plaza,Tallaght,Ireland,D24,No,5.8275,0.09
66,GTT-73214-334,2019-01-20,98636-90072-YE,A-L-1,6.0,77.69999999999999,Ara,L,1.0,12.95,1.295,1.1655,7 Anzinger Parkway,Richmond,United States,94807.0,No,6.993,0.09
67,MIQ-16322-908,2019-08-03,20118-28138-QD,A-L-1,2.0,25.9,Ara,L,1.0,12.95,1.295,1.1655,90235 Holy Cross Parkway,Houston,United States,77281.0,No,2.331,0.09
68,SRJ-79353-838,2021-12-19,77869-81373-AY,A-L-1,6.0,77.69999999999999,Ara,L,1.0,12.95,1.295,1.1655,5 Kenwood Pass,Philadelphia,United States,19125.0,No,6.993,0.09
69,KAC-83089-793,2021-07-15,23806-46781-OU,E-M-1,2.0,27.5,Exc,M,1.0,13.75,1.375,1.5125,38980 Manitowish Junction,Cill Airne,Ireland,N41,No,3.025,0.11
70,KAC-83089-793,2021-07-15,23806-46781-OU,R-L-2.5,2.0,54.96999999999999,Rob,L,2.5,27.484999999999996,1.0994,1.6490999999999998,38980 Manitowish Junction,Cill Airne,Ireland,N41,No,3.2981999999999996,0.060000000000000005
71,TKL-20738-660,2021-10-02,47939-53158-LS,E-M-1,5.0,68.75,Exc,M,1.0,13.75,1.375,1.5125,57942 North Point,Nashville,United States,37215.0,No,7.5625,0.11
72,TKL-20738-660,2021-10-02,47939-53158-LS,E-M-0.2,1.0,4.125,Exc,M,0.2,4.125,2.0625,0.45375,57942 North Point,Nashville,United States,37215.0,No,0.45375,0.11
73,TKL-20738-660,2021-10-02,47939-53158-LS,A-L-0.2,1.0,3.885,Ara,L,0.2,3.885,1.9425,0.34964999999999996,57942 North Point,Nashville,United States,37215.0,No,0.34964999999999996,0.09
74,ZWI-52029-159,2020-07-12,40172-12000-AU,E-M-1,2.0,27.5,Exc,M,1.0,13.75,1.375,1.5125,48757 Bay Parkway,Carson City,United States,89714.0,No,3.025,0.11
75,ZWI-52029-159,2020-07-12,40172-12000-AU,L-M-1,3.0,43.650000000000006,Lib,M,1.0,14.55,1.455,1.8915000000000002,48757 Bay Parkway,Carson City,United States,89714.0,No,5.6745,0.13
76,NOP-21394-646,2021-05-23,16982-35708-BZ,E-M-1,3.0,41.25,Exc,M,1.0,13.75,1.375,1.5125,1 Melvin Circle,Washington,United States,20535.0,No,4.5375,0.11
77,NOP-21394-646,2021-05-23,16982-35708-BZ,L-L-0.5,4.0,38.04,Lib,L,0.5,9.51,1.902,1.2363,1 Melvin Circle,Washington,United States,20535.0,No,4.9452,0.13
78,NOP-21394-646,2021-05-23,16982-35708-BZ,L-D-2.5,2.0,59.56999999999999,Lib,D,2.5,29.784999999999997,1.1913999999999998,3.8720499999999998,1 Melvin Circle,Washington,United States,20535.0,No,7.7440999999999995,0.13
79,NOP-21394-646,2021-05-23,16982-35708-BZ,L-D-2.5,3.0,89.35499999999999,Lib,D,2.5,29.784999999999997,1.1913999999999998,3.8720499999999998,1 Melvin Circle,Washington,United States,20535.0,No,11.61615,0.13
80,NOP-21394-646,2021-05-23,16982-35708-BZ,E-L-0.5,6.0,53.46,Exc,L,0.5,8.91,1.782,0.9801,1 Melvin Circle,Washington,United States,20535.0,No,5.880599999999999,0.11
81,TMO-22785-872,2020-07-15,01811-60350-CU,E-M-1,6.0,82.5,Exc,M,1.0,13.75,1.375,1.5125,04922 Colorado Street,Staten Island,United States,10310.0,No,9.075,0.11
82,BQI-61647-496,2021-06-13,84340-73931-VV,E-M-1,5.0,68.75,Exc,M,1.0,13.75,1.375,1.5125,941 Graceland Terrace,Phoenix,United States,85099.0,Yes,7.5625,0.11
83,GRH-45571-667,2019-08-16,32291-18308-YZ,E-M-1,3.0,41.25,Exc,M,1.0,13.75,1.375,1.5125,04 Hanson Junction,Tacoma,United States,98464.0,No,4.5375,0.11
84,ULM-49433-003,2020-08-14,99421-80253-UI,E-M-1,2.0,27.5,Exc,M,1.0,13.75,1.375,1.5125,8 Reindahl Alley,Albany,United States,12205.0,No,3.025,0.11
85,OQS-46321-904,2019-07-20,19597-91185-CM,E-M-1,1.0,13.75,Exc,M,1.0,13.75,1.375,1.5125,05926 Northfield Parkway,Shawnee Mission,United States,66276.0,No,1.5125,0.11
86,EFC-39577-424,2021-08-08,16046-34805-ZF,E-M-1,5.0,68.75,Exc,M,1.0,13.75,1.375,1.5125,19 Merrick Pass,Little Rock,United States,72215.0,Yes,7.5625,0.11
87,TJE-91516-344,2019-09-22,49894-06550-OQ,E-M-1,2.0,27.5,Exc,M,1.0,13.75,1.375,1.5125,66 Sundown Place,Farranacoush,Ireland,P81,No,3.025,0.11
88,CUU-92244-729,2020-07-11,99735-44927-OL,E-M-1,3.0,41.25,Exc,M,1.0,13.75,1.375,1.5125,89 Gulseth Circle,San Rafael,United States,94913.0,Yes,4.5375,0.11
89,MEX-29350-659,2020-09-11,02009-87294-SY,E-M-1,5.0,68.75,Exc,M,1.0,13.75,1.375,1.5125,63 Maryland Trail,Toledo,United States,43610.0,No,7.5625,0.11
90,TCR-01064-030,2021-03-03,13181-04387-LI,E-M-1,6.0,82.5,Exc,M,1.0,13.75,1.375,1.5125,6666 Express Pass,Bantry,Ireland,P75,No,9.075,0.11
91,SPF-31673-217,2020-06-09,19485-98072-PS,E-M-1,6.0,82.5,Exc,M,1.0,13.75,1.375,1.5125,7 Helena Junction,London,United Kingdom,WC1B,No,9.075,0.11
92,PBT-36926-102,2021-08-02,19485-98072-PS,L-M-1,4.0,58.2,Lib,M,1.0,14.55,1.455,1.8915000000000002,7 Helena Junction,London,United Kingdom,WC1B,No,7.566000000000001,0.13
93,HMB-30634-745,2020-02-18,19485-98072-PS,A-D-2.5,6.0,137.31,Ara,D,2.5,22.884999999999998,0.9153999999999999,2.0596499999999995,7 Helena Junction,London,United Kingdom,WC1B,No,12.357899999999997,0.08999999999999998
94,NOM-56457-507,2020-10-14,40214-03678-GU,E-M-1,6.0,82.5,Exc,M,1.0,13.75,1.375,1.5125,3186 Bay Lane,Kansas City,United States,66160.0,Yes,9.075,0.11
95,GVG-59542-307,2019-07-02,26314-66792-VP,E-M-1,2.0,27.5,Exc,M,1.0,13.75,1.375,1.5125,0066 Hanover Avenue,Fort Worth,United States,76198.0,Yes,3.025,0.11
96,RSR-96390-187,2021-09-29,67052-76184-CB,E-M-1,6.0,82.5,Exc,M,1.0,13.75,1.375,1.5125,803 Crest Line Parkway,Baltimore,United States,21275.0,No,9.075,0.11
97,FUO-99821-974,2020-02-22,31245-81098-PJ,E-M-1,3.0,41.25,Exc,M,1.0,13.75,1.375,1.5125,5770 Crest Line Place,Minneapolis,United States,55441.0,No,4.5375,0.11
98,TBU-64277-625,2021-04-19,98918-34330-GY,E-M-1,6.0,82.5,Exc,M,1.0,13.75,1.375,1.5125,71 Donald Trail,Chicago,United States,60686.0,Yes,9.075,0.11
99,AOL-13866-711,2019-02-14,83490-88357-LJ,E-M-1,4.0,55.0,Exc,M,1.0,13.75,1.375,1.5125,8472 Graedel Circle,Austin,United States,78764.0,Yes,6.05,0.11
100,XZD-44484-632,2021-08-06,80541-38332-BP,E-M-1,2.0,27.5,Exc,M,1.0,13.75,1.375,1.5125,132 New Castle Drive,Philadelphia,United States,19172.0,No,3.025,0.11
101,XZD-44484-632,2021-08-06,80541-38332-BP,A-D-0.2,2.0,5.97,Ara,D,0.2,2.985,1.4925,0.26865,132 New Castle Drive,Philadelphia,United States,19172.0,No,0.5373,0.09000000000000001
102,EQH-53569-934,2020-10-13,53667-91553-LT,E-M-1,4.0,55.0,Exc,M,1.0,13.75,1.375,1.5125,53 Shasta Plaza,Miami,United States,33169.0,No,6.05,0.11
103,RMW-74160-339,2020-10-16,38978-59582-JP,R-L-2.5,4.0,109.93999999999998,Rob,L,2.5,27.484999999999996,1.0994,1.6490999999999998,439 West Point,Johnson City,United States,37605.0,Yes,6.596399999999999,0.060000000000000005
104,DFZ-45083-941,2020-11-21,34665-62561-AU,R-L-2.5,1.0,27.484999999999996,Rob,L,2.5,27.484999999999996,1.0994,1.6490999999999998,26 Linden Center,Saint Louis,United States,63180.0,Yes,1.6490999999999998,0.060000000000000005
105,HVU-21634-076,2020-06-10,27723-45097-MH,R-L-2.5,4.0,109.93999999999998,Rob,L,2.5,27.484999999999996,1.0994,1.6490999999999998,305 Holy Cross Way,Castleblayney,Ireland,A75,Yes,6.596399999999999,0.060000000000000005
106,ZZL-76364-387,2020-09-09,11263-86515-VU,R-L-2.5,4.0,109.93999999999998,Rob,L,2.5,27.484999999999996,1.0994,1.6490999999999998,513 Commercial Avenue,Minneapolis,United States,55458.0,No,6.596399999999999,0.060000000000000005
107,OFN-49424-848,2021-07-03,73346-85564-JB,R-L-2.5,2.0,54.96999999999999,Rob,L,2.5,27.484999999999996,1.0994,1.6490999999999998,1969 Lakeland Avenue,San Jose,United States,95194.0,No,3.2981999999999996,0.060000000000000005
108,NOY-99738-977,2019-09-29,82872-34456-LJ,R-L-2.5,2.0,54.96999999999999,Rob,L,2.5,27.484999999999996,1.0994,1.6490999999999998,0 Mayfield Avenue,Newton,United Kingdom,IV1,Yes,3.2981999999999996,0.060000000000000005
109,XRR-28376-277,2021-05-02,64481-42546-II,R-L-2.5,6.0,164.90999999999997,Rob,L,2.5,27.484999999999996,1.0994,1.6490999999999998,4 Hanson Parkway,Tralee,Ireland,V92,No,9.894599999999999,0.060000000000000005
110,UPF-60123-025,2020-02-06,88992-49081-AT,R-L-2.5,3.0,82.45499999999998,Rob,L,2.5,27.484999999999996,1.0994,1.6490999999999998,529 Judy Circle,Saint Paul,United States,55123.0,No,4.947299999999999,0.060000000000000005
111,TRA-79507-007,2019-12-16,70089-27418-UJ,R-L-2.5,4.0,109.93999999999998,Rob,L,2.5,27.484999999999996,1.0994,1.6490999999999998,0 Amoth Alley,Migrate,United States,41905.0,Yes,6.596399999999999,0.060000000000000005
112,LJN-34281-921,2021-12-17,52143-35672-JF,R-L-2.5,5.0,137.42499999999998,Rob,L,2.5,27.484999999999996,1.0994,1.6490999999999998,407 Roth Circle,Columbus,United States,43240.0,No,8.2455,0.060000000000000005
113,OAW-17338-101,2020-02-23,52143-35672-JF,R-D-0.2,6.0,16.11,Rob,D,0.2,2.6849999999999996,1.3424999999999998,0.16109999999999997,407 Roth Circle,Columbus,United States,43240.0,No,0.9665999999999998,0.06
114,NQZ-82067-394,2022-03-25,72320-29738-EB,R-L-2.5,1.0,27.484999999999996,Rob,L,2.5,27.484999999999996,1.0994,1.6490999999999998,73486 Cardinal Terrace,Thorpe,United Kingdom,BD23,No,1.6490999999999998,0.060000000000000005
115,MHD-95615-696,2020-02-07,27930-59250-JT,R-L-2.5,5.0,137.42499999999998,Rob,L,2.5,27.484999999999996,1.0994,1.6490999999999998,94 Moulton Street,Houston,United States,77260.0,No,8.2455,0.060000000000000005
116,FWE-98471-488,2022-07-19,27930-59250-JT,L-L-1,5.0,79.25,Lib,L,1.0,15.85,1.585,2.0605,94 Moulton Street,Houston,United States,77260.0,No,10.302500000000002,0.13
117,UFZ-24348-219,2019-09-07,27930-59250-JT,L-M-2.5,3.0,100.39499999999998,Lib,M,2.5,33.464999999999996,1.3385999999999998,4.3504499999999995,94 Moulton Street,Houston,United States,77260.0,No,13.05135,0.13
118,SXC-62166-515,2020-02-28,69171-65646-UC,R-L-2.5,5.0,137.42499999999998,Rob,L,2.5,27.484999999999996,1.0994,1.6490999999999998,79075 Helena Road,Largo,United States,34643.0,No,8.2455,0.060000000000000005
119,LCY-24377-948,2021-05-07,21617-79890-DD,R-L-2.5,1.0,27.484999999999996,Rob,L,2.5,27.484999999999996,1.0994,1.6490999999999998,55 Buhler Pass,Seattle,United States,98195.0,Yes,1.6490999999999998,0.060000000000000005
120,GRB-68838-629,2021-09-10,15064-65241-HB,R-L-2.5,4.0,109.93999999999998,Rob,L,2.5,27.484999999999996,1.0994,1.6490999999999998,55 Montana Road,Castlemartyr,Ireland,H71,No,6.596399999999999,0.060000000000000005
121,NCH-55389-562,2019-04-27,86579-92122-OC,R-L-2.5,2.0,54.96999999999999,Rob,L,2.5,27.484999999999996,1.0994,1.6490999999999998,5 Morrow Street,Oklahoma City,United States,73129.0,Yes,3.2981999999999996,0.060000000000000005
122,NCH-55389-562,2019-04-27,86579-92122-OC,E-L-2.5,5.0,170.77499999999998,Exc,L,2.5,34.154999999999994,1.3661999999999999,3.7570499999999996,5 Morrow Street,Oklahoma City,United States,73129.0,Yes,18.785249999999998,0.11
123,PJS-30996-485,2022-01-21,86579-92122-OC,A-L-0.2,1.0,3.885,Ara,L,0.2,3.885,1.9425,0.34964999999999996,5 Morrow Street,Oklahoma City,United States,73129.0,Yes,0.34964999999999996,0.09
124,NCH-55389-562,2019-04-27,86579-92122-OC,A-L-0.2,2.0,7.77,Ara,L,0.2,3.885,1.9425,0.34964999999999996,5 Morrow Street,Oklahoma City,United States,73129.0,Yes,0.6992999999999999,0.09
125,NCH-55389-562,2019-04-27,86579-92122-OC,E-L-1,1.0,14.85,Exc,L,1.0,14.85,1.4849999999999999,1.6335,5 Morrow Street,Oklahoma City,United States,73129.0,Yes,1.6335,0.11
126,XKK-06692-189,2021-12-27,86579-92122-OC,R-D-1,3.0,26.849999999999998,Rob,D,1.0,8.95,0.8949999999999999,0.5369999999999999,5 Morrow Street,Oklahoma City,United States,73129.0,Yes,1.6109999999999998,0.06
